platform,emulator_name,supported_os,homepage,winget_id,homebrew_formula,flatpak_id,retroarch_core,save_directory,save_extensions,notes
VTech CreatiVision,JollyCV,Windows;Linux;macOS;FreeBSD,https://gitlab.com/jgemu/jollycv,,,,jollycv,~/.config/retroarch/saves,.srm,100% compatibility with CreatiVision library; BSD-3-Clause license; no standalone packages available
VTech Socrates,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/nvram;~/.mame/sta,.sta,Recommended; partially emulated; also has versioned RetroArch cores (mame2003 etc.)
VTech V.Smile,MAME,Windows;Linux;macOS;FreeBSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame_libretro,~/.mame/nvram;~/.mame/sta,.nv;.sta;.cfg,V.Smile emulation is limited due to incompatible MAME romsets for certain games
WASM-4,WASM-4 (w4),Windows;Linux;macOS,https://wasm4.org/,,,,,same directory as game,.disk,Official runtime; install via npm (npm install -g wasm4) or download from GitHub releases; also bundleable as standalone native executable
WASM-4,RetroArch,Windows;Linux;macOS;Android;iOS,https://www.retroarch.com/,Libretro.RetroArch,retroarch,org.libretro.RetroArch,wasm4,~/.config/retroarch/saves,.srm;.state,Multi-system frontend; WASM-4 core available through Online Updater; supports save states and netplay
Watara Supervision,Potator,Windows;Linux;macOS,https://github.com/libretro/potator,Libretro.RetroArch,retroarch,org.libretro.RetroArch,potator,~/retroarch/saves,.srm;.state,Primary recommended emulator; available as libretro core via RetroArch; standalone SDL2 version also exists; supports RetroAchievements and Magnum hardware variant
Watara Supervision,Wataroo,Windows,http://tailchao.com/Wataroo/,,,,,,.state,Closed-source Windows-only emulator; spot-on emulation accuracy; supports save states and custom palettes; may struggle on less powerful systems
Windows,86Box,Windows;Linux;macOS,https://86box.net,86Box.86Box,86box,net._86box._86Box,,~/.local/share/86Box,.cfg;.nvr,Actively maintained fork of PCem with optimized performance; requires BIOS ROMs
Windows,PCem,Windows;Linux;macOS,http://pcem-emulator.co.uk,,,,,~/.pcem,.cfg;.nvr,Original x86 PC emulator; 86Box is the recommended fork
Windows,DOSBox-X,Windows;Linux;macOS;FreeBSD,https://dosbox-x.com,joncampbell123.DOSBox-X,dosbox-x-app,com.dosbox_x.DOSBox-X,,~/.config/dosbox-x,.conf,Comprehensive DOS/Windows 9x emulation; significantly different from other DOSBox forks
Windows,DOSBox Pure,Windows;Linux;macOS;Android;iOS,https://github.com/schellingb/dosbox-pure,,,org.libretro.RetroArch,dosbox_pure,RetroArch saves directory,.pure.zip;.save.zip,Optimized for RetroArch/Libretro with shader support; loads games directly from ZIP files
Windows,DREAMM,Windows;Linux;macOS,https://aarongiles.com/dreamm,,,,,~/.local/share/Aaron Giles/DREAMM,.json,Bespoke emulator for curated LucasArts games; no separate OS installation required
Windows 3.X,86Box,Windows;Linux;macOS,https://86box.net/,86Box.86Box,86box,net._86box._86Box,,~/.local/share/86Box,.cfg,Full x86 PC emulator; requires BIOS ROMs; excellent Windows 3.x compatibility
Windows 3.X,DOSBox-X,Windows;Linux;macOS;FreeBSD,https://dosbox-x.com/,joncampbell123.DOSBox-X,dosbox-x,com.dosbox_x.DOSBox-X,,~/.config/dosbox-x,.conf,Complete DOS/Windows 3.x/9x emulation package; built-in DOS implementation
Windows 3.X,DOSBox Staging,Windows;Linux;macOS;FreeBSD,https://www.dosbox-staging.org/,DOSBoxStaging.DOSBoxStaging,dosbox-staging,io.github.dosbox-staging,,~/.config/dosbox,.conf,Modern DOSBox continuation; requires Windows 3.x install for Windows software
Windows 3.X,DOSBox Pure,Windows;Linux;macOS,https://github.com/schellingb/dosbox-pure,,,,dosbox_pure,RetroArch saves directory,.sav;.state,RetroArch/libretro core only; supports save states and ZIP loading
Windows 3.X,PCem,Windows;Linux;macOS,https://pcem-emulator.co.uk/,,,co.uk.pcemulator.PCem,,~/.pcem,.cfg,Low-level x86 emulator; requires BIOS ROMs; original project that 86Box forked from
WonderSwan,Mesen,Windows;Linux;macOS,https://www.mesen.ca/,SourMesen.Mesen2,,,mednafen_wswan,~/.config/Mesen2/Saves,.sav,High accuracy multi-system emulator; WonderSwan support in Mesen 2; GPLv3 license; standalone Mesen does not have a libretro core for WonderSwan but Beetle WonderSwan (mednafen_wswan) is available
WonderSwan,ares,Windows;Linux;macOS,https://ares-emu.net/,AresEmulator.Ares,ares-emulator,dev.ares.ares,,~/.local/share/ares/Saves,.sav,High accuracy multi-system emulator; descendant of higan/bsnes; ISC license; no libretro core available
WonderSwan Color,Mesen,Windows;Linux;macOS,https://www.mesen.ca/,SourMesen.Mesen2,,,,~/Documents/Mesen/Saves (Linux/macOS); %USERPROFILE%\Documents\Mesen\Saves (Windows),.sav,High accuracy; on par with ares; built-in debugger and profiler
WonderSwan Color,ares,Windows;Linux;macOS,https://ares-emu.net/,AresEmulator.Ares,ares-emulator,dev.ares.ares,,Same directory as ROM or user-configured path,.sav,High accuracy; descendant of higan/bsnes; supports 40+ systems
WonderSwan Color,Mednafen,Windows;Linux;macOS;FreeBSD,https://mednafen.github.io/,,mednafen,com.github.AmatCoder.mednaffe,beetle_cygne,~/.mednafen/sav (Linux/macOS); same as executable (Windows),.sav,Mid accuracy; command-line driven; Beetle Cygne is the libretro core name
WoW Action Max,Hypseus Singe,Windows;Linux;macOS,https://github.com/DirtBagXon/hypseus-singe,,,,,~/.hypseus/ram,.cfg,Laserdisc/VHS emulator; saves high scores to ram directory or save.cfg in game folder
XaviXPORT,MAME,Windows;Linux;macOS;BSD,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame_libretro,~/.mame/sta;~/.mame/nvram,.sta;.nv;.cfg,Preliminary XaviXPORT support since v0.206. Graphics and sound marked as imperfect. Some later XaviXPORT games using XaviX 2 CPU are not emulated.
ZiNc,MAME,Windows;Linux;macOS,https://www.mamedev.org/,,mame,org.mamedev.MAME,mame,~/.mame/sta,.sta,Recommended for ZN-1/ZN-2/Namco System 11 arcade hardware. MAME developers state it does everything the original ZiNc emulator did but better.
